Date,Open,High,Low,Close,Volume
8/19/2004,50.050049,52.082081,48.028027,50.220219,44659096
8/20/2004,50.555557,54.594597,50.300301,54.209209,22834343
8/23/2004,55.430431,56.796799,54.579578,54.754753,18256126
8/24/2004,55.675674,55.855858,51.836838,52.487488,15247337
8/25/2004,52.532532,54.054054,51.991993,53.053055,9188602
8/26/2004,52.527527,54.02903,52.382381,54.00901,7094898
8/27/2004,54.104103,54.364365,52.8979,53.128128,6211782
8/30/2004,52.692692,52.797798,51.056057,51.056057,5196798
8/31/2004,51.201202,51.906906,51.13113,51.236237,4917877
9/1/2004,51.401402,51.536537,49.884884,50.175175,9138253
9/2/2004,49.644646,51.236237,49.51952,50.805805,15118666
9/3/2004,50.525524,50.920921,49.709709,50.055054,5152442
9/7/2004,50.555557,51.051052,49.854855,50.840839,5847547
9/8/2004,50.420422,51.566566,50.300301,51.201202,4985609
9/9/2004,51.316315,51.406406,50.550552,51.206207,4061734
9/10/2004,50.850849,53.333332,50.700703,52.717716,8698892
9/13/2004,53.368366,54.259258,53.283283,53.803802,7844148
9/14/2004,53.778778,56.056057,53.448448,55.8008,10828960
9/15/2004,55.335335,57.172173,55.155155,56.056057,10713076
9/16/2004,56.226227,57.957958,55.880882,57.042042,9266324
9/17/2004,57.267265,58.803802,56.831833,58.803802,9472518
9/20/2004,58.533535,60.860863,58.443443,59.739738,10628761
9/21/2004,59.964966,60.270271,58.813812,58.978977,7228764
9/22/2004,58.758759,59.894894,58.463463,59.249249,7581211
9/23/2004,59.479481,61.376377,58.568569,60.47047,8535656
9/24/2004,60.530533,62.11211,59.939941,59.974976,9123467
9/27/2004,59.83984,60.5005,58.958958,59.18919,7066127
9/28/2004,60.710712,63.763763,60.165165,63.493492,16929054
9/29/2004,63.413414,67.577576,63.178177,65.605606,30516453
9/30/2004,65.015015,66.216217,64.564568,64.864868,13758028
10/1/2004,65.465462,67.187187,64.514519,66.356354,15124860
10/4/2004,67.692696,68.503502,67.082085,67.597595,13022764
10/5/2004,67.3974,69.334335,66.186188,69.254257,14973212
10/6/2004,68.843842,69.294296,68.068069,68.608612,13381405
10/7/2004,68.528526,70.01001,68.343346,69.494492,14115071
10/8/2004,69.429428,69.909912,68.578583,68.933937,11069519
10/11/2004,68.568565,69.499496,66.991989,67.697701,10472117
10/12/2004,67.287285,68.873871,66.766769,68.768768,11665523
10/13/2004,71.731735,71.846848,70.110107,70.520523,19766214
10/14/2004,70.575577,71.261261,69.34935,71.071068,10442147
10/15/2004,72.537537,72.822823,71.046043,72.127129,13194792
10/18/2004,71.671669,74.674675,70.675674,74.654655,14036350
10/19/2004,75.325325,76.276276,73.748749,74.044044,18109872
10/20/2004,74.089088,74.569572,69.869873,70.315315,22722655
10/21/2004,72.27227,75.140137,70.880882,74.764763,29149821
10/22/2004,85.355354,90.175179,82.122124,86.3013,73710016
10/25/2004,88.288284,97.312309,86.361359,93.793793,65462872
10/26/2004,93.26326,96.416412,90.090088,90.99099,44569586
10/27/2004,91.451454,94.854858,90.975975,93.078079,26686287
10/28/2004,93.433434,97.29229,92.892891,96.74675,29663906
10/29/2004,99.544548,100.075073,95.395393,95.415413,42282675
11/1/2004,96.871872,98.933937,95.730728,98.113113,24425350
11/2/2004,99.489487,99.724724,96.766769,97.532532,22669907
11/3/2004,99.189186,100.900902,95.470467,95.930931,27749623
11/4/2004,94.314316,95.295296,91.766769,92.442444,28790381
11/5/2004,91.081078,91.241241,84.35936,84.759758,39626534
11/8/2004,85.550552,87.807808,84.784782,86.361359,22361216
11/9/2004,87.137138,87.687691,82.71772,84.434433,22106272
11/10/2004,85.420418,86.346344,83.248245,84.014015,21266712
11/11/2004,84.649651,91.966965,83.868866,91.601601,29941029
11/12/2004,92.70771,94.994995,88.788788,91.091087,33458708
11/15/2004,90.315315,94.254257,89.464462,92.527527,23779197
11/16/2004,88.838837,89.824821,85.500504,86.356354,41792965
11/17/2004,84.594597,88.838837,84.584587,86.336334,36229534
11/18/2004,85.230232,87.297295,82.947945,83.853851,33225941
11/19/2004,84.634636,85.075073,83.343346,84.784782,17521061
11/22/2004,82.317314,84.834831,80.735733,82.632629,24711664
11/23/2004,84.069069,85.500504,83.333336,83.843842,24801773
11/24/2004,87.497498,88.693695,86.341339,87.467468,30531438
11/26/2004,87.987991,90.105103,87.747749,89.784782,12947240
11/29/2004,90.270271,91.566566,88.843842,90.615616,21311867
11/30/2004,90.445442,91.591591,90.215218,91.081078,15384600
12/1/2004,91.066063,91.341339,89.864868,90.070068,15712472
12/2/2004,90.040039,90.845848,89.364365,89.789787,12509278
12/3/2004,90.065063,90.620621,88.888885,90.290291,11726662
12/6/2004,89.654655,90.440437,88.098099,88.233231,12495492
12/7/2004,88.088089,88.188187,85.360359,85.800804,13728058
12/8/2004,85.260262,86.926926,84.449448,85.075073,15068516
12/9/2004,85.210213,86.836838,84.319321,86.801804,15292692
12/10/2004,86.801804,87.527527,85.730728,85.910912,8625766
12/13/2004,86.171173,86.676674,84.809807,85.31031,9627563
12/14/2004,85.585587,89.499496,84.884888,89.434433,22154623
12/15/2004,89.084084,90.435432,88.418419,89.97998,22919058
12/16/2004,88.56356,90.335335,88.063065,88.323326,17128454
12/17/2004,88.468468,90.34034,88.363365,90.130127,14757628
12/20/2004,91.091087,94.324326,91.026024,92.6026,19649331
12/21/2004,93.248245,94.034035,91.791794,91.966965,11021567
12/22/2004,92.042046,93.518517,91.596596,93.24324,7806186
12/23/2004,93.818817,94.394394,93.093094,94.044044,7221971
12/27/2004,94.66967,96.74675,94.644646,96.051048,12195992
12/28/2004,96.151154,96.871872,95.600601,96.476479,8283308
12/29/2004,95.985985,96.856857,95.985985,96.546547,5350844
12/30/2004,96.581581,99.214211,96.021019,98.898895,11796791
12/31/2004,99.714714,100.040039,96.376373,96.491493,15321663
1/3/2005,98.798798,101.921921,97.827827,101.456459,31656712
1/4/2005,100.800804,101.566566,96.836838,97.347343,27484288
1/5/2005,96.821823,98.548546,96.211212,96.851852,16456727
1/6/2005,97.637634,98.04805,93.953957,94.36937,20753426
1/7/2005,95.415413,97.222221,94.484482,97.022018,19306474
1/10/2005,97.347343,99.149147,96.011009,97.627625,15064121
1/11/2005,97.907906,98.953957,96.686684,96.866867,13903483
1/12/2005,97.26226,98.063065,95.345345,97.787788,16339244
1/13/2005,97.787788,98.793793,97.122124,97.762764,13685101
1/14/2005,98.098099,100.105103,97.162163,100.085083,19261319
1/18/2005,100.585587,102.61261,99.429428,102.052055,26318855
1/19/2005,102.427429,102.752754,98.453453,98.748749,22492885
1/20/2005,96.346344,98.223221,96.096092,97.05706,17985197
1/21/2005,97.367371,97.777779,94.154152,94.234238,18498283
1/24/2005,94.439438,94.759758,90.250252,90.450447,28017355
1/25/2005,91.061058,91.211212,88.233231,88.648651,21297082
1/26/2005,89.724724,94.799797,89.664665,94.714714,24591184
1/27/2005,94.474472,94.524529,92.692696,94.134132,13241545
1/28/2005,95.105103,97.447449,93.26326,95.265266,24391984
1/31/2005,96.94194,98.278275,95.955956,97.907906,19174207
2/1/2005,97.287285,98.428429,95.410408,96.046043,37640322
2/2/2005,107.882881,108.508507,101.931931,103.083084,65533001
2/3/2005,103.098099,106.791794,103.008011,105.535538,25950224
2/4/2005,103.338341,103.978981,101.401398,102.28228,29608961
2/7/2005,102.732735,103.303307,97.852852,98.113113,25894879
2/8/2005,98.578583,100.110107,97.362366,99.419418,22937040
2/9/2005,100.480476,100.900902,94.824821,95.885887,34308657
2/10/2005,96.081078,96.201202,92.71772,94.084084,37927435
2/11/2005,93.423424,96.256256,93.128128,93.793793,26205768
2/14/2005,91.516518,96.636635,90.590591,96.591591,77047276
2/15/2005,96.896896,100.02002,96.636635,97.712715,51514034
2/16/2005,97.447449,99.764763,97.247246,99.304306,33031535
2/17/2005,99.014015,99.974976,98.503502,99.049049,20807971
2/18/2005,99.354355,99.519524,98.428429,99.074074,16954828
2/22/2005,98.348351,99.549553,95.290291,95.780785,26940433
2/23/2005,96.74675,97.337334,94.424423,97.072075,31140828
2/24/2005,91.776779,95.02002,91.206207,94.539543,51576971
2/25/2005,94.66967,95.055054,92.847847,93.02803,19927053
2/28/2005,93.093094,95.030029,93.018021,94.089088,15621163
3/1/2005,94.739738,94.969971,91.091087,93.123123,18603778
3/2/2005,93.068069,93.928932,92.27227,92.682686,14556429
3/3/2005,93.158157,93.968971,92.247246,93.598602,15201983
3/4/2005,93.443443,93.718719,92.627625,93.043045,13534652
3/7/2005,93.983986,94.894897,93.608612,94.499496,17317465
3/8/2005,94.644646,95.02002,92.577576,92.692696,16076108
3/9/2005,92.197197,92.417419,90.170174,90.765762,22698079
3/10/2005,90.595596,90.690689,88.788788,90.080078,21899079
3/11/2005,90.31031,90.565567,88.663666,88.988991,16040543
3/14/2005,89.254257,89.289291,86.371368,87.582581,22270907
3/15/2005,87.73774,90.090088,87.192192,89.394394,20823356
3/16/2005,88.438438,89.394394,87.59259,87.887886,14198387
3/17/2005,88.653656,89.909912,87.987991,89.734734,16504679
3/18/2005,89.494492,90.290291,89.244247,90.110107,14165820
3/21/2005,89.724724,91.176178,88.713715,90.530533,14952433
3/22/2005,90.680679,91.061058,89.014015,89.389389,11252137
3/23/2005,89.074074,90.210213,89.074074,89.579582,9680310
3/24/2005,90.440437,90.520523,89.68969,89.714714,7402990
3/28/2005,90.930931,92.492493,90.565567,90.800804,17458524
3/29/2005,90.615616,91.731735,89.124123,89.874878,12933054
3/30/2005,90.410408,90.815819,89.889893,90.315315,12459728
3/31/2005,89.064064,90.785789,88.908913,90.345345,13523663
4/1/2005,90.97097,91.566566,90.085083,90.110107,12351636
4/4/2005,90.065063,92.752754,90.01001,92.73774,16136647
4/5/2005,93.958961,95.225227,93.878876,94.379379,17455927
4/6/2005,94.714714,94.919922,93.883881,94.704704,10494695
4/7/2005,94.484482,97.40741,94.414413,96.976974,19365016
4/8/2005,96.94194,97.647652,95.820824,96.121124,10222967
4/11/2005,96.64164,97.497498,96.256256,96.711716,10810179
4/12/2005,96.596596,97.307304,94.799797,97.07708,14624561
4/13/2005,96.831833,97.257256,94.959961,96.561562,13098488
4/14/2005,96.731735,97.277275,95.145142,95.820824,12293095
4/15/2005,95.145142,95.265266,92.422424,92.59259,23131645
4/18/2005,92.382385,94.034035,91.836838,93.578583,13087499
4/19/2005,94.759758,96.096092,94.109108,95.795799,16843140
4/20/2005,99.389389,100.350349,98.053055,99.149147,30872097
4/21/2005,100.31031,102.6026,99.759758,102.212212,35468296
4/22/2005,111.561562,112.112114,107.237236,108.013016,66343790
4/25/2005,109.01902,112.482483,108.868866,111.876877,39640320
4/26/2005,110.220222,111.111115,109.254257,109.484482,34509456
4/27/2005,109.104103,110.535538,108.478477,110,20509070
4/28/2005,109.859863,111.151154,108.963966,109.834831,17348234
4/29/2005,111.066063,111.236237,109.01902,110.110107,18322060
5/2/2005,111.136139,111.96196,110.215218,111.256256,19515265
5/3/2005,111.036034,114.189186,110.770767,113.208206,35524840
5/4/2005,113.728729,115.055054,113.613617,114.364365,24142833
5/5/2005,114.424423,114.424423,113.053055,113.603607,15004181
5/6/2005,114.314316,114.739738,113.348351,114.124123,13514272
5/9/2005,114.114113,114.364365,112.827827,113.123123,11062526
5/10/2005,112.847847,114.014015,112.472473,114.014015,12678908
5/11/2005,114.599602,116.10611,114.079079,115.760757,22934642
5/12/2005,115.520523,116.231232,114.214211,114.474472,17878504
5/13/2005,114.704704,115.66066,113.773773,114.734734,14816169
5/16/2005,114.954956,115.925926,114.399399,115.64064,11351437
5/17/2005,115.395393,116.841843,115.215218,116.681679,15602182
5/18/2005,116.921921,120.105103,116.876877,119.699699,24599376
5/19/2005,120.290291,120.705704,119.254257,119.709709,19413567
5/20/2005,120.725723,120.955956,119.944946,120.925926,16310673
5/23/2005,121.701698,129.179184,121.476479,127.852852,42733823
5/24/2005,128.608612,132.852859,126.876877,128.128128,58028114
5/25/2005,126.491493,130.620621,125.440437,130.535538,36079684
5/26/2005,130.610611,132.012009,129.279282,129.729736,27066107
5/27/2005,130.360367,133.158157,129.754761,133.133133,24343832
5/31/2005,134.849854,139.33934,134.819824,138.773773,44429126
6/1/2005,141.741745,146.591599,141.151154,144.14415,70313017
6/2/2005,144.509506,145.035034,142.442444,144.094101,35912252
6/3/2005,143.538544,144.7948,138.843842,140.270264,37527035
6/6/2005,141.336334,147.022018,141.056061,145.615616,45006748
6/7/2005,148.6987,149.944946,145.295288,146.706711,48597354
6/8/2005,146.571579,146.741745,139.139145,139.919922,51350398
6/9/2005,142.502502,144.394394,140.420425,143.298294,32849318
6/10/2005,143.638641,143.783783,140.150146,141.391388,25367807
6/13/2005,140.050049,142.237244,138.398392,141.51651,25580794
6/14/2005,139.434433,140.760757,139.014008,139.314316,20163616
6/15/2005,137.637634,138.788788,133.848846,137.537537,41724434
6/16/2005,137.267273,139.289291,136.671677,138.858856,24899875
6/17/2005,139.639633,140.290283,138.088089,140.290283,20847931
6/20/2005,138.183182,143.978973,136.001007,143.4935,42007351
6/21/2005,144.179184,145.295288,142.627625,144.064056,30234335
6/22/2005,144.97998,146.306305,144.479477,144.7948,20927052
6/23/2005,144.14415,147.552551,143.393387,145,28084687
6/24/2005,145.595596,149.149155,144.934937,148.773773,35506858
6/27/2005,149.599594,152.38739,147.077072,152.202209,35570194
6/28/2005,153.293289,154.779785,151.151154,151.151154,38034927
6/29/2005,151.401398,152.342346,146.221222,146.5065,36560803
6/30/2005,147.317322,149.614609,145.665665,147.222229,30158611
7/1/2005,147.667664,148.268265,144.754761,145.770767,18436745
7/5/2005,146.196198,148.138138,145.260254,148.003006,14973012
7/6/2005,148.798798,148.948944,145.835831,145.905899,15984599
7/7/2005,144.839844,148.04805,144.399399,147.917923,21322856
7/8/2005,148.27327,148.898895,147.172165,148.26326,14900285
7/11/2005,148.348343,148.448441,145.655655,146.821823,16763819
7/12/2005,146.841843,147.347351,145.610611,146.036041,11718070
7/13/2005,146.401398,149.769775,146.196198,149.579575,22852924
7/14/2005,152.82283,153.528534,150.185181,150.595596,21314065
7/15/2005,150.770767,151.851852,150.040039,150.745743,16859923
7/18/2005,150.150146,151.101105,149.024017,149.919922,12403184
7/19/2005,151.201202,155.330338,151.051056,155.105103,25217557
7/20/2005,152.937943,156.461456,151.051056,156.156158,28592179
7/21/2005,157.182175,159.059052,155.760757,157.127121,39539221
7/22/2005,153.338333,154.779785,148.313309,151.351349,46726826
7/25/2005,151.346344,151.796799,147.627625,148.073074,19298282
7/26/2005,147.652649,149.149155,146.191193,148.193192,19614166
7/27/2005,149.019012,149.264267,146.346344,148.613617,14421364
7/28/2005,148.853851,148.853851,146.786789,146.896896,11839349
7/29/2005,146.216217,146.566574,143.638641,144.024017,16709873
8/1/2005,144.204208,146.396393,144.194199,145.950958,11313475
8/2/2005,145.945953,149.909912,145.705704,149.744751,14565820
8/3/2005,149.149155,150.01001,147.947952,148.798798,11849339
8/4/2005,147.922928,149.649643,147.772766,149.014008,10462527
8/5/2005,148.898895,149.404404,145.800797,146.32132,11867521
8/8/2005,146.946945,147.972977,145.390396,145.770767,8954636
8/9/2005,146.126129,146.486481,144.399399,145.930923,11547041
8/10/2005,145.795792,146.31131,142.582581,142.982986,13744242
8/11/2005,143.088089,143.433426,140.450455,142.16716,15014770
8/12/2005,141.821823,145.245239,140.960968,145.005005,13158628
8/15/2005,145.045044,146.531525,142.027023,142.142136,16333051
8/16/2005,142.582581,144.039032,141.811813,142.967972,14204182
8/17/2005,142.897903,143.428421,142.142136,142.692688,7758833
8/18/2005,138.093094,140.390396,137.637634,140.135132,23721854
8/19/2005,140.635635,140.86586,139.949951,140.140137,11074714
8/22/2005,140.760757,140.87587,136.811813,137.142136,13612374
8/23/2005,138.218216,140.01001,137.197205,139.929932,11631757
8/24/2005,138.92392,142.517517,138.363358,141.426422,17169014
8/25/2005,141.416412,142.142136,140.125122,141.436432,8744447
8/26/2005,141.881882,142.652649,141.471466,141.931931,7503089
8/29/2005,141.261261,144.704712,141.261261,144.36937,11794194
8/30/2005,143.838837,144.899902,143.083084,143.778778,9574416
8/31/2005,144.259262,144.394394,142.322327,143.143143,10057932
9/1/2005,143.098099,143.89389,142.642639,143.268265,5478716
9/2/2005,143.398392,145.140137,143.363358,144.36937,6862131
9/6/2005,144.644638,144.839844,143.543549,143.6987,8416175
9/7/2005,143.088089,147.897903,142.782776,147.582581,14984001
9/8/2005,147.562561,149.789795,146.826828,147.84285,13213373
9/9/2005,148.788788,149.699707,148.428421,149.694702,8772219
9/12/2005,151.026031,155.86586,150.65065,155.025024,20752227
9/13/2005,154.654648,157.922928,153.238235,155.996002,20579200
9/14/2005,154.519516,156.796799,150.300293,151.651657,22529048
9/15/2005,149.909912,153.528534,149.104111,151.461456,30901468
9/16/2005,152.162155,152.402405,150.085083,150.250244,15144440
9/19/2005,150.65065,153.153152,150.505508,152.047043,11512276
9/20/2005,153.228226,155.805801,152.767761,154.109116,18683298
9/21/2005,154.35936,157.037033,153.133133,156.10611,20219161
9/22/2005,155.905899,159.769775,155.240234,155.840836,25986787
9/23/2005,156.656662,158.763763,156.451447,157.837845,16950632
9/26/2005,159.909912,160.635635,156.436432,157.297302,19769011
9/27/2005,157.632629,159.364365,156.846848,157.127121,13732454
9/28/2005,157.267273,157.707703,152.952957,153.153152,15978805
9/29/2005,153.4935,155.515518,153.193192,154.964966,11216372
9/30/2005,157.267273,158.908905,156.3013,158.388382,18284297
10/3/2005,156.97197,160.21521,156.551559,159.499496,18302279
10/4/2005,160.135132,160.800797,155.525528,155.655655,18270311
10/5/2005,156.501495,157.607605,154.15416,155.510513,16640143
10/6/2005,157.227234,157.3974,155.200195,156.531525,15971612
